tag	path	trial	rps	rss_kib
boehm	/	1	88795.47	19504
gcry	/	1	85838.17	98512
boehm	/json	1	64934.38	19568
gcry	/json	1	31742.76	161536
boehm	/	2	87358.57	17568
gcry	/	2	78247.59	159536
boehm	/json	2	65280.86	19616
gcry	/json	2	31538.19	160736
boehm	/	3	85183.20	17456
gcry	/	3	75154.99	160256
boehm	/json	3	60957.83	19520
gcry	/json	3	30511.60	160624
