variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	1055.55	0	0	0	1
tipnoec	2	1101.75	37552	0	0	0
tipnoec	3	974.97	38768	0	0	0
tipnoec	4	924.82	0	0	0	1
tipnoec	5	948.96	2272	0	0	0
