variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	442.48	49984	0	0	0
tipnoec	2	459.38	41600	0	0	0
tipnoec	3	431.37	41824	0	0	0
tipnoec	4	459.55	39312	0	0	0
tipnoec	5	464.63	42144	0	0	0
