variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	1009.44	45696	0	0	0
tipnoec	2	1043.57	46016	0	0	0
tipnoec	3	1026.06	38928	0	0	0
tipnoec	4	845.30	37648	0	0	0
tipnoec	5	872.54	37968	0	0	0
tipnoec	6	789.26	35904	0	0	0
tipnoec	7	803.41	40080	0	0	0
tipnoec	8	889.11	37024	0	0	0
tipnoec	9	855.58	36656	0	0	0
tipnoec	10	902.79	34080	0	0	0
