variant	trial	rps	rss_kib	marked	records	non2xx
sys	1	969.51	42816	0	0	0
sys	2	980.78	38000	0	0	0
sys	3	970.43	37568	0	0	0
sys	4	982.84	37440	0	0	0
sys	5	980.90	35408	0	0	0
