1	7404.38	42.1	77.499
0	7244.39	41.0	77.873
0	7388.18	41.78	77.924
1	7527.24	43.38	76.468
1	7400.51	42.69	76.225
0	7965.78	44.97	78.06
0	7578.04	43.27	77.176
1	7431.55	42.63	76.832
1	7256.2	41.09	77.818
0	7568.24	42.81	77.913
0	7389.91	41.58	78.086
1	7138.75	40.73	77.248
1	7413.47	42.59	76.606
0	7464.59	42.34	77.706
0	7592.67	44.91	74.513
1	7348.43	41.98	77.152
