variant	trial	rps	rss_kib	marked	records	non2xx
base	1	972.56	42752	0	0	0
base	2	950.32	0	0	0	2
base	3	948.17	0	0	0	17
base	4	925.42	0	0	0	2
base	5	675.18	0	0	0	1
