variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	930.52	36432	0	0	0
tipnoec	2	821.26	35360	0	0	0
tipnoec	3	747.13	0	0	0	2
tipnoec	4	690.82	0	0	0	2
tipnoec	5	489.61	0	0	0	0
tipnoec	6	609.80	38800	0	0	0
tipnoec	7	747.42	35184	0	0	0
tipnoec	8	861.09	0	0	0	1
tipnoec	9	919.08	0	0	0	1
tipnoec	10	942.82	35312	0	0	0
