variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	931.22	34832	0	0	0
tipnoec	2	927.89	37728	0	0	0
tipnoec	3	910.73	36016	0	0	0
tipnoec	4	840.04	36784	0	0	0
tipnoec	5	816.54	34000	0	0	0
tipnoec	6	827.72	39536	0	0	0
tipnoec	7	856.42	37296	0	0	0
tipnoec	8	907.08	36048	0	0	0
tipnoec	9	943.52	37488	0	0	0
tipnoec	10	968.03	35200	0	0	0
