label	status	rps	fill_MiB	skip_MiB	fill_fr	skip_fr	max_atomic	live
exclusivef-default	ok	114.42	0.67	0.00	2961	0	78.4	86.2	False
exclusivef-missonly	no-stats	4.64	?	?	?	?	?	?
