variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	1055.67	0	0	0	1
tipnoec	2	1076.69	36656	0	0	0
tipnoec	3	1110.56	0	0	0	1
tipnoec	4	1086.33	0	0	0	2
tipnoec	5	964.07	0	0	0	2
tipnoec	6	899.33	0	0	0	1
tipnoec	7	952.90	46432	0	0	0
tipnoec	8	937.86	0	0	0	22
tipnoec	9	944.97	0	0	0	1
tipnoec	10	938.16	0	0	0	1
