gcry soak telemetry
start=Time::Instant(@seconds=706203, @nanoseconds=964417020) duration=840s start_rss=6756kB
config: monitor_gate=true stw_test_stall_ms=0 ec_queue_audit=false fiber_churn=512 collect_hz=1
hour	elapsed	heap_kb	free_kb	live_objects	collections	pause_p50	pause_p99	rss_kb	finalized	queue_slots_total	queue_slots_max	queue_slots_hits	queue_faults
0.15	540	60280.0	0.0	306282	1041	4735157	15901451	77720	51977	0	0	0	0
# gate elapsed=540s collections=1041 monitor_blocks=392 stw_waits=1 stw_wait_max_ns=1616498
0.15138888888888888	545	58232.0	0.0	295319	1050	4817663	10251237	79160	52459	0	0	0	0
0.1527777777777778	550	66808.0	0.0	341127	1059	4817663	17296149	82684	52943	0	0	0	0
0.15416666666666667	555	54648.0	0.0	276323	1069	4571910	17296149	74232	53432	0	0	0	0
0.15555555555555556	560	46328.0	0.0	231407	1079	3141884	17296149	63728	53919	0	0	0	0
0.15694444444444444	565	48248.0	0.0	241538	1089	2900919	17296149	64148	54406	0	0	0	0
0.15833333333333333	570	46456.0	0.0	232157	1099	2804517	17296149	63704	54895	0	0	0	0
0.1597222222222222	575	41080.0	0.0	202856	1109	2900919	17296149	58336	55383	0	0	0	0
0.16111111111111112	580	38776.0	0.0	190920	1119	3085828	14185835	54244	55873	0	0	0	0
0.1625	585	29304.0	0.0	140012	1129	3236131	15746227	47988	56360	0	0	0	0
0.1638888888888889	590	29304.0	0.0	139883	1139	3444564	15746227	47912	56845	0	0	0	0
0.16527777777777777	595	22392.0	0.0	102865	1148	3236131	15746227	42996	57331	0	0	0	0
0.16666666666666666	600	21624.0	0.0	98605	1157	3236131	15746227	40564	57811	0	0	0	0
# gate elapsed=600s collections=1157 monitor_blocks=446 stw_waits=1 stw_wait_max_ns=1616498
0.16805555555555557	605	9768.0	0.0	35343	1162	4767368	33765248	33020	58255	0	0	0	0
0.16944444444444445	610	6312.0	0.0	16746	1167	5352952	33765248	27676	58715	0	0	0	0
0.17083333333333334	615	55336.0	0.0	280136	1171	5502634	33765248	76840	59085	0	0	0	0
0.17222222222222222	620	69032.0	62331.421875	19395	1179	5397836	33765248	90460	59643	0	0	0	0
0.1736111111111111	625	69032.0	60015.6875	31641	1189	5352952	33765248	86568	60121	0	0	0	0
0.175	630	66216.0	0.0	337965	1198	5397836	33765248	83640	60529	0	0	0	0
0.1763888888888889	635	62888.0	0.0	319926	1208	5308859	33765248	79584	61017	0	0	0	0
0.17777777777777778	640	62632.0	0.0	318010	1218	5097870	33765248	79040	61504	0	0	0	0
0.17916666666666667	645	55208.0	0.0	278878	1228	4495245	13049391	75332	61987	0	0	0	0
0.18055555555555555	650	50600.0	0.0	253855	1237	3146131	17710489	71392	62469	0	0	0	0
0.18194444444444444	655	48424.0	0.0	242504	1247	3193661	17710489	65812	62957	0	0	0	0
0.18333333333333332	660	43304.0	0.0	214734	1257	3193661	17710489	60748	63441	0	0	0	0
# gate elapsed=660s collections=1257 monitor_blocks=498 stw_waits=2 stw_wait_max_ns=1616498
0.18472222222222223	665	41000.0	0.0	202112	1267	4516495	17710489	60152	63929	0	0	0	0
0.18611111111111112	670	36520.0	0.0	178575	1277	3249546	17710489	57300	64417	0	0	0	0
0.1875	675	34728.0	0.0	168936	1287	4516495	17710489	52224	64904	0	0	0	0
0.18888888888888888	680	25128.0	0.0	117893	1296	3193661	12081898	45072	65384	0	0	0	0
0.19027777777777777	685	25640.0	0.0	120278	1306	2888566	12081898	40748	65874	0	0	0	0
0.19166666666666668	690	23592.0	0.0	109436	1316	2664433	12081898	40796	66360	0	0	0	0
0.19305555555555556	695	16936.0	0.0	73786	1326	2955271	12081898	34464	66849	0	0	0	0
0.19444444444444445	700	12712.0	0.0	50705	1336	2664433	11784456	31100	67335	0	0	0	0
0.19583333333333333	705	11048.0	0.0	41606	1346	2510964	11784456	29740	67824	0	0	0	0
0.19722222222222222	710	6952.0	0.0	20198	1356	2510964	17476437	27128	68312	0	0	0	0
0.1986111111111111	715	4648.0	1061.421875	2815	1366	2559576	17476437	22260	68801	0	0	0	0
0.2	720	69160.0	51182.046875	79047	1375	2440541	17476437	86192	69272	0	0	0	0
# gate elapsed=720s collections=1375 monitor_blocks=543 stw_waits=2 stw_wait_max_ns=1616498
0.2013888888888889	725	68904.0	57283.6875	45604	1385	2300507	17476437	86084	69765	0	0	0	0
0.20277777777777778	730	69160.0	59939.015625	32173	1395	2194076	17476437	86704	70256	0	0	0	0
0.20416666666666666	735	69160.0	63212.8125	14646	1405	2058948	17476437	86680	70746	0	0	0	0
0.20555555555555555	740	54184.0	0.0	273324	1414	2071292	7629495	72368	71154	0	0	0	0
0.20694444444444443	745	51240.0	0.0	257721	1423	2192539	10773522	72128	71638	0	0	0	0
0.20833333333333334	750	60328.0	0.0	305602	1433	2058948	10773522	77252	72123	0	0	0	0
0.20972222222222223	755	52520.0	0.0	264195	1443	2071292	10773522	70740	72612	0	0	0	0
0.2111111111111111	760	49960.0	0.0	250206	1453	2105947	10773522	67400	73097	0	0	0	0
0.2125	765	48040.0	0.0	240395	1463	2232775	10773522	65520	73587	0	0	0	0
0.21388888888888888	770	40744.0	0.0	201253	1472	2740247	10773522	60684	74070	0	0	0	0
0.2152777777777778	775	35496.0	0.0	172969	1482	2444613	10590724	51952	74560	0	0	0	0
0.21666666666666667	780	32680.0	0.0	157735	1492	2444613	10590724	49944	75047	0	0	0	0
# gate elapsed=780s collections=1492 monitor_blocks=588 stw_waits=2 stw_wait_max_ns=1616498
0.21805555555555556	785	27944.0	0.0	132601	1500	3165254	12396053	45444	75526	0	0	0	0
0.21944444444444444	790	25512.0	0.0	119217	1510	3165254	12396053	42900	76015	0	0	0	0
0.22083333333333333	795	21672.0	0.0	99128	1520	3111733	12396053	38572	76503	0	0	0	0
0.2222222222222222	800	19496.0	0.0	87230	1530	3111733	12396053	36808	76992	0	0	0	0
0.22361111111111112	805	15016.0	0.0	63002	1540	4029184	12396053	31904	77479	0	0	0	0
0.225	810	11688.0	0.0	45504	1550	2560040	12396053	27764	77969	0	0	0	0
0.2263888888888889	815	8104.0	0.0	25890	1560	2560040	12396053	25524	78456	0	0	0	0
0.22777777777777777	820	5160.0	1629.546875	3065	1570	2164469	10537764	22660	78943	0	0	0	0
0.22916666666666666	825	66216.0	0.0	338064	1577	2560040	13911632	83708	79327	0	0	0	0
0.23055555555555557	830	68904.0	60079.109375	30662	1587	4748555	13911632	89268	79891	0	0	0	0
0.23194444444444445	835	69160.0	63119.75	15145	1597	4909958	19183834	86444	80379	0	0	0	0
0.23333333333333334	840	62888.0	0.0	319747	1606	3117157	19183834	79360	80789	0	0	0	0
# gate elapsed=840s collections=1606 monitor_blocks=641 stw_waits=2 stw_wait_max_ns=1616498
# result: PASS
end=Time::Instant(@seconds=707044, @nanoseconds=143206337)
end_rss=21232kB
allocs=807560 collects=831 fibers=8320 churn=333655040 finalizable=80866 weakref=8320
monitor_gate=true monitor_blocks=647 stw_waits=2 stw_wait_max_ns=1616498
