new	33673.72	95.51
old	34202.49	97.67
old	33314.77	95.05
new	33310.75	94.48
new	35407.4	100.28
old	34578.78	98.51
old	37065.54	104.44
new	34403.46	97.61
new	35224.14	100.36
old	36679.92	103.2
old	34854.25	97.79
new	35321.48	99.27
new	33540.98	95.3
old	36080.44	101.17
old	34010.14	96.69
new	33839.89	96.23
new	34837.53	98.6
old	32053.84	91.14
old	34459.25	98.31
new	34168.28	96.72
