1	32795.43	93.28
2	50403.81	133.03
4	48468.89	129.88
1	32991.23	93.58
2	42362.14	115.02
4	39941.81	110.65
1	34637.23	98.2
2	43512.8	117.96
4	45350.82	123.89
1	33789.25	94.94
2	42780.94	117.32
4	45958.6	124.44
1	32662.88	93.01
2	39976.22	109.76
4	50978.54	136.33
1	32407.74	92.36
2	48718.65	128.54
4	47198.18	125.67
