variant	trial	rps	rss_kib	marked	records	non2xx
tipnoec	1	910.10	36096	0	0	0
tipnoec	2	902.79	38288	0	0	0
tipnoec	3	895.13	0	0	0	1
tipnoec	4	885.94	0	0	0	1
tipnoec	5	881.04	0	0	0	1
tipnoec	6	887.57	0	0	0	1
tipnoec	7	891.53	0	0	0	1
tipnoec	8	901.25	34688	0	0	0
tipnoec	9	895.65	0	0	0	1
tipnoec	10	877.04	0	0	0	1
