tag	path	trial	rps	rss_kib
boehm	/	1	89899.53	19520
gcry	/	1	85511.10	157680
boehm	/json	1	64192.16	18016
gcry	/json	1	30746.75	157680
boehm	/	2	89252.83	20944
gcry	/	2	82733.24	160048
boehm	/json	2	63307.66	19552
gcry	/json	2	30960.36	159968
boehm	/	3	86596.49	19536
gcry	/	3	82712.04	160448
boehm	/json	3	62093.42	17504
gcry	/json	3	30107.49	160224
