tag	path	trial	rps	rss_kib
boehm	/	1	90646.40	19536
gcry	/	1	87588.24	113472
boehm	/json	1	65524.70	19584
gcry	/json	1	32756.65	125856
boehm	/	2	86393.50	19520
gcry	/	2	83548.11	160576
boehm	/json	2	64540.57	20960
gcry	/json	2	31421.23	157664
boehm	/	3	88462.97	19536
gcry	/	3	84563.60	160544
boehm	/json	3	64793.77	19536
gcry	/json	3	31526.59	157664
