variant	trial	rps	rss_kib	marked	records	non2xx
base	1	975.79	35776	0	0	0
base	2	943.79	0	0	0	1
base	3	921.48	0	0	0	1
base	4	928.82	0	0	0	1
base	5	930.72	0	0	0	1
